parameter_id,IMPC_XRY_027_001
analysis_id,z6890r0qjhy7998
mouse_life_stage,Early adult
gene_symbol,Cntfr
parameter_name,Joints
pvalue,0.470042
gene_accession_id,MGI:99605
mouse_strain,C57BL
