gene_symbol,Ahcy
pvalue,0.2966193
gene_accession_id,MGI:87968
mouse_strain,C57BL
mouse_life_stage,E9.5
parameter_id,IMPC_OFD_017_001
analysis_id,2731tg2mgj2m4s6
parameter_name,Center average speed
