gene_symbol,Frmpd1
gene_accession_id,MGI:2446274
parameter_id,IMPC_IMM_069_001
analysis_id,2m73v50tx7qr7kn
pvalue,0.07240556
parameter_name,Transitional B Cells (CD21/35 low)
mouse_strain,C57BL
mouse_life_stage,Middle aged adult
