parameter_id,MGP_PBI_035_001
gene_symbol,Rab17
pvalue,0.5325024
parameter_name,IgD+ mature B cell number
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_accession_id,MGI:104640
analysis_id,1tp42w4ew7e02c8
