gene_symbol,Ap5s1
parameter_name,Monocytes
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_id,IMPC_IMM_051_001
pvalue,0.4007887
gene_accession_id,MGI:1916846
analysis_id,ol31d5byhw1x9y1
