gene_symbol,Bmi1
mouse_life_stage,E12.5
pvalue,0.5441274
parameter_name,Resting NK cells - % of CD45+
gene_accession_id,MGI:88174
parameter_id,MGP_IMM_100_001
analysis_id,3t456545h253699
mouse_strain,C57BL
