parameter_id,JAX_SLW_009_001
gene_accession_id,MGI:104848
mouse_life_stage,Early adult
mouse_strain,129SV
parameter_name,Dark sleep bout lengths mean
pvalue,0.1816787
analysis_id,pzds11521r9opw6
gene_symbol,Inpp1
