mouse_life_stage,Middle aged adult
analysis_id,x1mhtf700u1goix
parameter_name,Percentage center time
mouse_strain,C57BL
gene_symbol,Hnf4a
gene_accession_id,MGI:109128
pvalue,0.8057492
parameter_id,IMPC_OFD_022_001
