gene_symbol,Tnfsf10
analysis_id,43ff6t7x149ufzg
parameter_name,Hindpaw - size
mouse_life_stage,Early adult
parameter_id,JAXLA_CSD_041_002
mouse_strain,C57BL
pvalue,0.3830417
gene_accession_id,MGI:107414
