gene_symbol,Tbl1xr1
pvalue,0.7765575
analysis_id,x62o48k7mnu9582
mouse_strain,C57BL
parameter_id,IMPC_ECG_004_001
gene_accession_id,MGI:2441730
mouse_life_stage,Late adult
parameter_name,RR
