parameter_id,IMPC_GEP_022_001
mouse_strain,C57BL
mouse_life_stage,Middle aged adult
pvalue,0.6893764
gene_accession_id,MGI:1336200
gene_symbol,Hpca
parameter_name,Embryo Size
analysis_id,03m40h12w42z44e
