gene_symbol,Mapkap1
mouse_life_stage,E15.5
parameter_id,HMGULA_CBC_016_001
pvalue,0.3200682
analysis_id,0h478l1dox8m44a
mouse_strain,C57BL
parameter_name,HDL-cholesterol
gene_accession_id,MGI:2444554
