gene_symbol,Sdcbp2
mouse_life_stage,Early adult
parameter_id,IMPC_ACS_036_001
parameter_name,% Pre-pulse inhibition - PPI4
analysis_id,uqo62x6j114854j
gene_accession_id,MGI:2385156
mouse_strain,C57BL
pvalue,0.4882959
