gene_symbol,Jun
parameter_name,Center average speed
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:96646
analysis_id,53b15clig2m812l
pvalue,0.7352037
parameter_id,JAX_OFD_017_001
