mouse_strain,C57BL
gene_accession_id,MGI:1274787
parameter_id,JAXLA_DXA_003_001
pvalue,0.2832454
analysis_id,9903a2j39f41v7s
mouse_life_stage,Early adult
parameter_name,Lean mass
gene_symbol,Trdmt1
