parameter_id,IMPC_ABR_004_001
analysis_id,0393g38tw9x37sy
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_name,6kHz-evoked ABR Threshold
gene_symbol,Golm2
gene_accession_id,MGI:2443129
pvalue,0.07678806
