parameter_id,M-G-P_026_001_004
parameter_name,Coat colouration
gene_symbol,Fpgs
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,3c15ze8pw50957t
gene_accession_id,MGI:95576
pvalue,0.5132763
