parameter_id,JAX_OFD_012_001
pvalue,0.229292
analysis_id,295d27678h742a4
mouse_life_stage,Early adult
gene_symbol,Ubxn11
gene_accession_id,MGI:1914836
parameter_name,Periphery permanence time
mouse_strain,C57BL
