parameter_id,IMPC_ABR_012_001
mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,0.8089088
parameter_name,30kHz-evoked ABR Threshold
analysis_id,9l3gbj5y4ts3ie7
gene_accession_id,MGI:104848
gene_symbol,Inpp1
