mouse_strain,C57BL
analysis_id,bgq975dm1qn1wuu
gene_symbol,Trp53rkb
parameter_id,MGP_MLN_064_001
pvalue,0.05221137
gene_accession_id,MGI:1914050
parameter_name,Total CD4+ T cells - % of CD45+
mouse_life_stage,Early adult
