parameter_id,IMPC_EYE_007_001
analysis_id,9zewdqnrvm7gw88
parameter_name,Cornea
pvalue,0.9135636
gene_symbol,Lpgat1
mouse_life_stage,E18.5
gene_accession_id,MGI:2446186
mouse_strain,C57BL
