gene_symbol,AU040320
parameter_id,JAXLA_DXA_003_001
mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,0.7267525
gene_accession_id,MGI:2140475
parameter_name,Lean mass
analysis_id,o53uns76752ki3c
