parameter_id,IMPC_HEM_019_001
analysis_id,bh23zasew0lm2dd
mouse_strain,C57BL
pvalue,0.2896081
parameter_name,Mean platelet volume
mouse_life_stage,Early adult
gene_symbol,Rhbg
gene_accession_id,MGI:1927379
