gene_symbol,Tiprl
mouse_strain,C57BL
pvalue,0.2629438
parameter_name,Startle response
gene_accession_id,MGI:1915087
analysis_id,9btgi5s6l2fg195
parameter_id,ESLIM_008_001_013
mouse_life_stage,Early adult
