pvalue,0.07250551
mouse_life_stage,Early adult
gene_symbol,Ddx27
analysis_id,590h93lw22v9vv6
parameter_name,Bone Mineral Density (excluding skull)
mouse_strain,C57BL
parameter_id,M-G-P_005_001_004
gene_accession_id,MGI:2385884
