mouse_life_stage,Late adult
parameter_name,HDL-cholesterol
mouse_strain,C57BL
pvalue,0.05764185
parameter_id,IMPC_CBC_016_001
gene_symbol,Secisbp2l
gene_accession_id,MGI:1917604
analysis_id,03n9yx5255nimn9
