parameter_id,JAXLA_DXA_009_001
parameter_name,Fat/Body weight
gene_symbol,Cdin1
mouse_life_stage,Early adult
mouse_strain,C54BL
analysis_id,lyr9d331vrxg8zm
gene_accession_id,MGI:3026886
pvalue,0.7658573
