gene_symbol,Dnaaf9
analysis_id,i2q4n8295z4499c
parameter_name,Embryo turning
pvalue,0.7940091
gene_accession_id,MGI:1923029
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_id,IMPC_GEL_011_001
