parameter_name,Eye
analysis_id,6f3g79t2b57fqfm
mouse_life_stage,Early adult
mouse_strain,129SV
gene_accession_id,MGI:1332236
pvalue,0.3688503
gene_symbol,Cds2
parameter_id,M-G-P_013_001_001
