gene_symbol,Tnfsf10
parameter_id,MGP_PBI_035_001
mouse_life_stage,Early adult
gene_accession_id,MGI:107414
parameter_name,IgD+ mature B cell number
pvalue,0.9562606
analysis_id,iz447kov600u1bs
mouse_strain,C57BL
