parameter_id,MGP_IMM_081_001
parameter_name,Effector CD8+ T cells - % of CD45+
mouse_life_stage,Early adult
gene_symbol,Dnajc6
pvalue,0.2231661
mouse_strain,C57BL
gene_accession_id,MGI:1919935
analysis_id,88z656upo98jmkk
