mouse_life_stage,E12.5
analysis_id,38sffdgah3613j4
parameter_name,CD4+ T helper cells - % of CD45+
gene_symbol,Dmap1
mouse_strain,C57BL
pvalue,0.8125847
parameter_id,MGP_IMM_072_001
gene_accession_id,MGI:1913483
