gene_symbol,Arpc2
parameter_id,IMPC_IMM_051_001
mouse_strain,129SV
pvalue,0.699914
mouse_life_stage,Early adult
analysis_id,7aub8p9oeo082xu
parameter_name,Monocytes
gene_accession_id,MGI:1923959
