parameter_id,JAX_OFD_012_001
gene_accession_id,MGI:104640
mouse_life_stage,Early adult
mouse_strain,C57BL
analysis_id,m5fp9ukqvqz3t2o
pvalue,0.3518225
parameter_name,Periphery permanence time
gene_symbol,Rab17
