parameter_id,M-G-P_016_001_006
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,ilq6143h2780829
gene_symbol,Rap2b
pvalue,0.7874033
parameter_name,Mean-corpuscular-haemoglobin
gene_accession_id,MGI:1921262
