mouse_strain,129SV
mouse_life_stage,Early adult
parameter_name,Lymphocyte differential count
analysis_id,816c530537935e9
gene_symbol,Nipal3
gene_accession_id,MGI:1921802
pvalue,0.05895058
parameter_id,IMPC_HEM_031_001
