mouse_life_stage,Early adult
pvalue,0.9583783
gene_accession_id,MGI:1914836
mouse_strain,C57BL
parameter_name,Red blood cell count
analysis_id,et0c4y79dao26pt
gene_symbol,Ubxn11
parameter_id,IMPC_HEM_002_001
