parameter_id,IMPC_ECH_003_001
mouse_life_stage,Early adult
gene_accession_id,MGI:1309468
parameter_name,Stroke Volume
mouse_strain,C57BL
gene_symbol,Casq1
pvalue,0.3755476
analysis_id,8wl31671ztbt4d2
