parameter_id,MGP_PBI_032_001
analysis_id,k33md58fw2x1424
gene_accession_id,MGI:1929242
gene_symbol,Ivd
mouse_strain,C57BL
mouse_life_stage,Early adult
pvalue,0.8347208
parameter_name,CD4+ KLRG1+ alpha beta T cell number
