parameter_id,MGP_MLN_033_001
gene_accession_id,MGI:1924315
mouse_strain,C57BL
parameter_name,Resting NK cells - % of NK cells
analysis_id,5038025l90t4d90
pvalue,0.929962
gene_symbol,Ints7
mouse_life_stage,Early adult
