mouse_strain,129SV
pvalue,0.5249416
mouse_life_stage,Early adult
analysis_id,3g92z6l2x855195
parameter_id,IMPC_ACS_035_001
parameter_name,% Pre-pulse inhibition - PPI3
gene_accession_id,MGI:1332236
gene_symbol,Cds2
