gene_symbol,Bmi1
analysis_id,67vvfj0i3w1g50y
parameter_name,Embryo Size
mouse_life_stage,E15.5
pvalue,0
parameter_id,IMPC_GEO_019_001
mouse_strain,C57BL
gene_accession_id,MGI:88174
