gene_symbol,Sass6
mouse_strain,C57BL
pvalue,0.7740044
analysis_id,kx5yee0snn28kf9
parameter_id,HRWLLA_FEA_015_001
gene_accession_id,MGI:1920026
parameter_name,Cue Baseline % Freezing Time
mouse_life_stage,E9.5
