gene_symbol,Ahcy
analysis_id,y83vi9yz8878tqe
parameter_name,6kHz-evoked ABR Threshold
pvalue,0.3900616
parameter_id,IMPC_ABR_004_001
mouse_strain,C57BL
mouse_life_stage,E9.5
gene_accession_id,MGI:87968
