parameter_name,Whole arena average speed
gene_symbol,Lpgat1
mouse_strain,C57BL
analysis_id,23pl1f9hfp6o861
parameter_id,IMPC_OFD_009_001
mouse_life_stage,E18.5
gene_accession_id,MGI:2446186
pvalue,0.1854492
