gene_symbol,Hpca
pvalue,0.1478235
mouse_strain,C57BL
analysis_id,u283rss048m27it
mouse_life_stage,Late adult
parameter_id,M-G-P_005_001_001
gene_accession_id,MGI:1336200
parameter_name,Weight
