parameter_id,JAX_LDT_008_001
gene_accession_id,MGI:104848
mouse_life_stage,Early adult
analysis_id,dlkih669zbrwi4w
mouse_strain,129SV
gene_symbol,Inpp1
pvalue,0.8566457
parameter_name,Percent time in dark
