gene_symbol,Slc17a9
gene_accession_id,MGI:1919107
mouse_strain,C57BL
parameter_name,Placenta Size
analysis_id,35x6hz40i2905w4
parameter_id,IMPC_GPP_004_001
pvalue,0.8729628
mouse_life_stage,Early adult
