parameter_id,MGP_MLN_013_001
gene_symbol,Wars2
pvalue,0.1309394
gene_accession_id,MGI:1917810
mouse_life_stage,E12.5
analysis_id,a149f7jodust1p5
parameter_name,Effector CD8+ T cells - % of CD8+
mouse_strain,C57BL
