gene_symbol,AU040320
gene_accession_id,MGI:2140475
parameter_id,IMPC_GRS_009_001
mouse_strain,C57BL
pvalue,0.5241684
parameter_name,Forelimb and hindlimb grip strength measurement mean
mouse_life_stage,Middle aged adult
analysis_id,890pqsxtnbwabl1
