parameter_id,IMPC_ABR_006_001
analysis_id,2rz8e33u1q866y4
gene_symbol,Inpp1
mouse_life_stage,Early adult
gene_accession_id,MGI:104848
parameter_name,12kHz-evoked ABR Threshold
pvalue,0.4207744
mouse_strain,C57BL
