gene_symbol,Eprs1
gene_accession_id,MGI:97838
pvalue,0.1929593
mouse_strain,C57BL
parameter_id,MGP_PBI_011_001
mouse_life_stage,E9.5
parameter_name,KLRG1+ mature NK cell percentage
analysis_id,5j8fp89z7n0ckh5
