mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,IMPC_IMM_073_001
analysis_id,ij0h0d1eb1nr6o9
gene_symbol,Rap2b
gene_accession_id,MGI:1921262
parameter_name,cDCs CD11b Type
pvalue,0.6949562
