parameter_name,BMC/Body weight
mouse_life_stage,Early adult
analysis_id,kv6mynd0453c00l
pvalue,0.1658738
gene_symbol,Dcaf12
gene_accession_id,MGI:1916220
mouse_strain,C57BL
parameter_id,IMPC_DXA_007_001
