parameter_id,IMPC_HEM_004_001
gene_accession_id,MGI:88174
analysis_id,m135o6cx9slpebw
mouse_life_stage,E15.5
parameter_name,Hematocrit
gene_symbol,Bmi1
mouse_strain,C57BL
pvalue,0.3968568
