parameter_name,18kHz-evoked ABR Threshold
gene_accession_id,MGI:2448481
parameter_id,IMPC_ABR_008_001
pvalue,0.3362519
mouse_strain,C57BL
analysis_id,t2923la4iu74902
gene_symbol,Mgst2
mouse_life_stage,Early adult
