parameter_id,IMPC_ABR_006_001
pvalue,0.1080992
gene_accession_id,MGI:1921442
analysis_id,x1w59t698h32593
parameter_name,12kHz-evoked ABR Threshold
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_symbol,Arpc5l
