parameter_id,IMPC_CSD_078_001
gene_accession_id,MGI:1276578
pvalue,0.7828933
mouse_strain,C57BL
parameter_name,Vocalization
gene_symbol,Gfi1b
mouse_life_stage,Early adult
analysis_id,08sj8mu4018248u
