parameter_id,IMPC_XRY_021_001
gene_accession_id,MGI:99605
gene_symbol,Cntfr
mouse_strain,129SV
analysis_id,tv5tjy3964u5a0s
parameter_name,Humerus
mouse_life_stage,Early adult
pvalue,0.3008172
