parameter_id,IMPC_GEO_048_002
gene_accession_id,MGI:1332236
gene_symbol,Cds2
mouse_life_stage,Early adult
pvalue,0.455875
mouse_strain,C57BL
parameter_name,Anophthalmia
analysis_id,1cxx93el410ac31
