parameter_id,IMPC_ECH_008_001
analysis_id,b8fng7d0jylool6
mouse_life_stage,E15.5
gene_accession_id,MGI:2444554
pvalue,0.9465536
gene_symbol,Mapkap1
parameter_name,LVIDd
mouse_strain,C57BL
