gene_symbol,Etfdh
mouse_life_stage,Early adult
parameter_id,JAX_OFD_016_001
parameter_name,Center permanence time
analysis_id,6zakp63w23v72c3
gene_accession_id,MGI:106100
pvalue,0.5108008
mouse_strain,C57BL
