parameter_id,IMPC_EYE_056_001
analysis_id,b55bc9417d03o48
gene_symbol,Eprs1
parameter_name,Mean left eye lens density
mouse_life_stage,Early adult
gene_accession_id,MGI:97838
mouse_strain,C57BL
pvalue,0.541803
