parameter_id,MGP_MLN_021_001
parameter_name,KLRG1+ gd T cells - % of gd T cells
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_symbol,Slc30a4
analysis_id,14mx80c7b56x9m8
pvalue,0.2409045
gene_accession_id,MGI:1345282
